id,tool_id,approved_date,table,is_approved,is_requester_received,is_returned,returned_quantity
1202,0997bc69-b0b6-4855-927c-4a12322ac02a,2025-03-14 04:28:57,inventories,1,0,0,
1199,356dab91-c195-4976-a378-a27f1a675f98,2025-03-14 04:28:15,inventories,1,0,0,
1198,454d491e-14ee-4580-ba95-228cbcb60514,2025-03-14 04:27:51,inventories,1,0,0,
1195,4fada355-cf98-422b-bbbf-0526537a1ae3,2025-03-18 12:54:36,inventories,1,1,0,
1194,035ed2a8-1354-4822-b347-f5aa61dea545,2025-03-13 05:44:36,inventories,1,1,0,
1193,f10fbea0-bb85-4cdf-8dd6-89b99599d85b,2025-03-12 09:27:48,inventories,1,1,0,
1192,62c946e9-d39b-4d45-b07c-7261226cf174,2025-03-18 13:19:12,inventories,1,1,0,
1191,0c98a85a-d942-4196-b642-03e36895bffa,2025-03-12 10:47:50,inventories,1,1,0,
1190,6b702326-73bb-4019-b070-7ded129f8a1d,2025-03-19 11:20:38,inventories,1,0,0,
1189,9f1f3446-2cb9-4ea1-b1b3-afac905d88c7,2025-03-19 11:21:12,inventories,1,0,0,
1188,18ebd8ca-5fc8-4bd7-aef7-0da1cc51516d,2025-03-19 11:24:23,inventories,1,0,0,
1187,7eba7467-5bfb-4faa-847d-da44f7470ed1,2025-03-19 11:22:33,inventories,1,0,0,
1186,6080ba5f-d474-44a6-80c1-353f62f364b9,2025-03-11 10:57:40,inventories,1,0,0,
1184,4586b311-5efe-4c45-92cf-092b00d2d415,2025-03-11 08:25:35,inventories,1,1,0,
1183,3c9fc612-8201-4d3e-a60b-cbae56524d85,2025-03-11 08:52:37,inventories,1,1,0,
1181,2df944d8-ea87-4143-a2bd-8781e3abf3b9,2025-03-10 06:04:57,inventories,1,1,0,
1180,4976921a-c455-4c51-8d70-4be034e15d7a,2025-03-10 04:48:46,inventories,1,1,0,
1179,cadcd019-2c48-4023-b395-e62b646413c1,2025-03-10 12:48:41,inventories,1,1,0,
1178,a99700ae-2a9a-4563-96c6-b22340896136,2025-03-10 12:48:49,inventories,1,1,0,
1177,3dfc9855-cb9b-4244-a7de-bffbc3ead43e,2025-03-10 12:48:57,inventories,1,1,0,
1176,6891eaa9-8307-416d-bba4-db5cebf26109,2025-03-10 12:49:19,inventories,1,1,0,
1175,d12154cd-da43-454c-9d10-2743ce6eccf5,2025-03-10 12:49:25,inventories,1,1,0,
1174,28e41f2a-2b57-4c13-a8e0-e92c8dca0792,2025-03-10 12:49:31,inventories,1,1,0,
1173,614f4491-9a37-4791-91db-1ff1dadaeb62,2025-03-10 12:49:37,inventories,1,1,0,
1172,0cccb026-01cc-476f-ae19-b6035554f9e1,2025-03-10 12:49:44,inventories,1,1,0,
1171,bf2a853e-147f-4c3c-83e3-6f22299cb10e,2025-03-10 12:50:01,inventories,1,1,0,
1170,2b8ad9c0-2d1d-4828-b14f-e51472f04d1b,2025-03-10 12:51:09,inventories,1,1,0,
1169,7c7e09d3-e409-423c-887e-522ab351be21,2025-03-10 12:50:59,inventories,1,1,0,
1168,4e49904f-417b-4b69-85a3-32979badbc77,2025-03-10 12:50:48,inventories,1,1,0,
1167,704cbfce-d583-43e9-89b0-b346b3457274,2025-03-10 12:50:38,inventories,1,1,0,
1166,9afcce64-c96e-4da6-8a33-b361c51f4b4a,2025-03-10 12:50:30,inventories,1,1,0,
1165,865b9385-c9db-4e72-956f-31c2a747e7eb,2025-03-10 12:50:23,inventories,1,1,0,
1164,128f8c87-7dce-4940-9875-2c4a7e11417a,2025-03-10 12:50:13,inventories,1,0,0,
1163,b6bf5cec-191f-45d4-b77e-f86a0002e03f,2025-03-07 11:39:30,inventories,1,0,0,
1162,0192d001-ad4f-443a-8f24-405ae0098f22,2025-03-07 08:30:49,inventories,1,0,0,
1161,6fa3274e-b791-43c4-86f7-bf9b6fbf8da6,2025-03-07 06:31:37,inventories,1,0,0,
1160,36f28c42-d0d3-44ff-b3be-eea3e6f038db,2025-03-07 07:47:06,inventories,1,1,0,
1159,2551f931-0bbc-4850-bbab-d6ec7f174d2d,2025-03-18 12:56:00,inventories,1,0,0,
1158,765e3abc-9c4b-45db-9a26-ce349af651be,2025-03-18 12:56:15,inventories,1,0,0,
1157,765e3abc-9c4b-45db-9a26-ce349af651be,2025-03-18 12:56:27,inventories,1,0,0,
1156,467689bb-6e2d-4bfc-bf3f-33f49239306f,2025-03-05 12:51:26,inventories,1,1,0,
1155,560006cd-e357-4f93-a301-2cb202f7ce0e,2025-03-05 09:16:10,inventories,1,1,0,
1153,cefb7e53-caf0-4ea0-a112-85ece2cacead,2025-03-05 07:20:52,inventories,1,1,0,
1152,fbd75bd4-4461-4808-a4b6-710ca7a2362f,2025-03-04 14:24:00,inventories,1,0,0,
1151,79075756-5b99-4398-a503-2d723bd32d40,2025-03-05 12:53:48,inventories,1,0,0,
1148,0138dadd-ecfe-4fa1-97a5-bb18f498c7d7,2025-03-04 10:35:41,inventories,1,1,0,
1147,5d876a79-acc6-4069-b3d9-04aed71aa83d,2025-03-03 12:09:49,inventories,1,1,0,
1146,467689bb-6e2d-4bfc-bf3f-33f49239306f,2025-03-03 08:03:27,inventories,1,1,0,
1145,035ed2a8-1354-4822-b347-f5aa61dea545,2025-03-03 07:40:59,inventories,1,0,0,
1142,b6bf5cec-191f-45d4-b77e-f86a0002e03f,2025-02-27 05:06:29,inventories,1,0,0,
1140,7afe4e94-25eb-430a-9449-c904121f916c,2025-03-18 12:56:44,inventories,1,0,0,
1139,4fada355-cf98-422b-bbbf-0526537a1ae3,2025-02-25 10:42:13,inventories,1,1,0,
1138,02cc09db-36fb-466b-9ed0-49e8e5b1a864,2025-02-25 10:41:57,inventories,1,1,0,
1137,4055da85-fd68-4062-b461-72385dbba52f,2025-02-25 05:08:08,inventories,1,1,0,
1135,62c946e9-d39b-4d45-b07c-7261226cf174,2025-02-24 13:37:21,inventories,1,1,0,
1134,94e5346b-b0a9-414c-b59f-4ff8b4db6801,2025-02-24 12:52:50,inventories,1,0,0,
1133,94e5346b-b0a9-414c-b59f-4ff8b4db6801,2025-02-24 12:21:57,inventories,1,0,0,
1132,4fada355-cf98-422b-bbbf-0526537a1ae3,2025-02-24 11:58:35,inventories,1,0,0,
1131,4fada355-cf98-422b-bbbf-0526537a1ae3,2025-02-24 07:09:56,inventories,1,1,0,
1130,8c31b40c-972b-4b6f-a6d9-3597a5139ab4,2025-02-24 06:47:10,inventories,1,0,0,
1129,4d4f183a-3bdd-41ea-9f10-7947128a750b,2025-02-24 07:10:07,inventories,1,1,0,
1128,ed239404-5d24-48d7-acc4-169f6e049d4d,2025-02-24 07:10:16,inventories,1,1,0,
1127,e8d8d5d8-6ff5-449b-b641-488320fbebde,2025-02-24 07:10:26,inventories,1,1,0,
1126,f7674a6b-1883-4054-8c51-2738d8c6fb5e,2025-02-21 11:32:51,inventories,1,0,0,
1125,765e3abc-9c4b-45db-9a26-ce349af651be,2025-02-21 11:24:54,inventories,1,1,0,
1124,ed239404-5d24-48d7-acc4-169f6e049d4d,2025-02-20 11:22:14,inventories,1,0,0,
1123,ed239404-5d24-48d7-acc4-169f6e049d4d,2025-02-20 08:43:50,inventories,1,1,0,
1121,0192d001-ad4f-443a-8f24-405ae0098f22,2025-02-20 05:34:42,inventories,1,0,0,
1120,02cc09db-36fb-466b-9ed0-49e8e5b1a864,2025-02-20 05:04:02,inventories,1,0,0,
1119,e4cc4c81-accd-4a16-ac4a-b56229208665,2025-02-19 12:57:29,inventories,1,0,0,
1118,e4cc4c81-accd-4a16-ac4a-b56229208665,2025-02-19 12:57:38,inventories,1,0,0,
1117,1b0db11f-20c2-44dd-9b2f-573bdb3a7858,2025-02-19 12:57:07,inventories,1,0,0,
1116,5f7b8641-b75d-48e4-8d7e-7c550a181799,2025-02-19 12:57:52,inventories,1,0,0,
1115,21f5a9db-8525-4eab-b5ca-eacb14deeced,2025-02-19 12:58:03,inventories,1,0,0,
1114,62c0be1b-9502-4553-81e1-f67319430c07,2025-02-19 12:58:32,inventories,1,0,0,
1113,62c0be1b-9502-4553-81e1-f67319430c07,2025-02-19 12:58:54,inventories,1,0,0,
1112,740848eb-00ff-4319-b4c8-13355eae29c0,2025-03-28 07:44:02,inventories,1,0,0,
1111,35446524-b1d3-471c-8945-a2b020e212e7,2025-02-18 12:25:46,inventories,1,1,0,
1110,00c0a4ee-bfbd-4705-a5a6-01bc0067dc0a,2025-02-19 12:58:44,inventories,1,1,0,
1109,740848eb-00ff-4319-b4c8-13355eae29c0,2025-02-18 12:25:34,inventories,1,1,0,
1108,a5064651-a5f3-429a-a741-594fcf58eff0,2025-02-18 07:16:57,inventories,1,0,0,
1107,740848eb-00ff-4319-b4c8-13355eae29c0,2025-02-17 13:23:05,inventories,1,0,0,
1105,7a7ab1da-be8c-46f7-962f-c483f642a101,2025-02-17 07:59:27,inventories,1,0,0,
1104,740848eb-00ff-4319-b4c8-13355eae29c0,2025-02-17 06:44:04,inventories,1,0,0,
1102,62c946e9-d39b-4d45-b07c-7261226cf174,2025-02-17 05:09:20,inventories,1,1,0,
1101,02cc09db-36fb-466b-9ed0-49e8e5b1a864,2025-02-17 04:28:12,inventories,1,0,0,
1100,173969f1-5eae-414c-9db6-6b06be97ab45,2025-02-14 11:56:38,inventories,1,0,0,
1099,4132f528-2226-48cc-b3d8-b35b1ccb2662,2025-02-14 07:49:12,inventories,1,1,0,
1098,740848eb-00ff-4319-b4c8-13355eae29c0,2025-02-14 06:58:26,inventories,1,1,0,
1096,4d4f183a-3bdd-41ea-9f10-7947128a750b,2025-02-13 12:38:51,inventories,1,0,0,
1094,90913873-88a3-492e-959a-3371faa150a7,2025-02-13 12:27:47,inventories,1,0,0,
1093,a9dee66d-a0f5-41c7-8616-98b4e348fea6,2025-02-13 12:28:18,inventories,1,0,0,
1092,2ac6ec4c-b2a7-40a9-be3d-71a016e00ed9,2025-02-13 12:28:28,inventories,1,0,0,
1089,b81f2e95-2086-42ae-93b7-8513ab896284,2025-02-13 07:32:30,inventories,1,0,0,
1088,1e819ba0-1e95-42a9-9bfe-ce77666b8040,2025-02-13 07:32:18,inventories,1,1,0,
1085,90913873-88a3-492e-959a-3371faa150a7,2025-02-13 07:12:56,inventories,1,0,0,
1083,9a977bec-fab8-4313-b0ea-5e529473292c,2025-02-13 06:27:55,inventories,1,1,0,
1082,2d0ea9c1-32a8-47a3-82c7-eeb440b1b58b,2025-02-13 06:42:03,inventories,1,1,0,
1079,740848eb-00ff-4319-b4c8-13355eae29c0,2025-02-12 10:58:46,inventories,1,1,0,
1078,35446524-b1d3-471c-8945-a2b020e212e7,2025-02-12 10:59:12,inventories,1,1,0,
1076,02cc09db-36fb-466b-9ed0-49e8e5b1a864,2025-02-12 06:12:37,inventories,1,1,0,
1075,ed147377-87cb-4133-9a79-4939e6ab39c3,2025-02-12 05:39:41,inventories,1,1,0,
1074,02cc09db-36fb-466b-9ed0-49e8e5b1a864,2025-02-12 07:25:07,inventories,1,1,0,
1072,ac56d182-bb67-4c83-9b44-683c1813f37e,2025-02-11 13:59:03,inventories,1,1,0,
1071,4c007866-438a-410d-b0ab-4bb929266777,2025-02-11 13:58:52,inventories,1,1,0,
1070,38fb8b18-927c-4684-8be6-6c050b0187db,2025-02-11 12:49:23,inventories,1,0,0,
1068,0092b44b-cc94-458c-a0a2-46e1f6f1c92f,2025-02-11 09:19:51,inventories,1,1,0,
1067,02cc09db-36fb-466b-9ed0-49e8e5b1a864,2025-02-11 09:12:39,inventories,1,1,0,
1063,55423e49-d45e-49ef-a5ab-8afb40ef6115,2025-02-11 07:00:22,inventories,1,1,0,
1062,b6bf5cec-191f-45d4-b77e-f86a0002e03f,2025-02-11 06:16:13,inventories,1,0,0,
1061,1778e2bd-b659-467e-9af2-bcd58b5d7206,2025-02-11 07:01:12,inventories,1,0,0,
1059,4055da85-fd68-4062-b461-72385dbba52f,2025-02-11 07:01:49,inventories,1,1,0,
1058,ed239404-5d24-48d7-acc4-169f6e049d4d,2025-02-10 06:43:24,inventories,1,0,0,
1057,86c426ff-6eda-49ba-bda8-daf70a923284,2025-02-10 06:42:42,inventories,1,0,0,
1056,51895fde-9495-445f-ad7d-f0695b45ff32,2025-02-10 05:43:34,inventories,1,1,0,
1055,f1cac0e8-5103-4ff5-a1cf-ac419672617b,2025-02-07 14:42:03,inventories,1,0,0,
1054,cadcd019-2c48-4023-b395-e62b646413c1,2025-02-07 14:42:20,inventories,1,0,0,
1053,740848eb-00ff-4319-b4c8-13355eae29c0,2025-02-10 05:42:37,inventories,1,1,0,
1052,b81f2e95-2086-42ae-93b7-8513ab896284,2025-02-11 07:02:23,inventories,1,0,0,
1051,02cc09db-36fb-466b-9ed0-49e8e5b1a864,2025-02-06 06:35:57,inventories,1,1,0,
1050,ed239404-5d24-48d7-acc4-169f6e049d4d,2025-02-06 05:43:32,inventories,1,1,0,
1049,0138dadd-ecfe-4fa1-97a5-bb18f498c7d7,2025-02-05 07:59:07,inventories,1,1,0,
1048,6e9c8b49-347c-4d86-ba50-22a9665922aa,2025-02-05 07:58:43,inventories,1,1,0,
1047,b6bf5cec-191f-45d4-b77e-f86a0002e03f,2025-02-05 06:21:25,inventories,1,0,0,
1046,35446524-b1d3-471c-8945-a2b020e212e7,2025-02-04 14:00:25,inventories,1,1,0,
1045,5d68a6f3-debc-4498-8e90-20c9c6556de8,2025-02-04 13:44:08,inventories,1,0,0,
1044,f390bafa-b09e-4ff1-924d-3086346766fe,2025-02-04 13:40:40,inventories,1,0,0,
1043,43750e39-110c-44ba-a0a6-c965ad84e553,2025-02-04 13:41:00,inventories,1,0,0,
1042,67972448-9889-41e6-ba2b-d6228242010f,2025-02-04 13:41:11,inventories,1,0,0,
1041,4db07952-ffa7-4b9a-b537-baddbac60335,2025-02-04 13:41:18,inventories,1,0,0,
1040,296c9e3e-eead-413e-9f65-3e12ae79aa00,2025-03-19 11:21:55,inventories,1,0,0,
1039,296c9e3e-eead-413e-9f65-3e12ae79aa00,2025-02-04 13:41:53,inventories,1,0,0,
1038,7eba7467-5bfb-4faa-847d-da44f7470ed1,2025-03-19 11:25:27,inventories,1,0,0,
1037,a93f8def-d2ad-4156-b08f-bc6e8cda3707,2025-03-19 11:26:04,inventories,1,0,0,
1036,f32de036-c21d-4fcb-a9ee-ec984760eed5,2025-02-04 11:35:36,inventories,1,0,0,
1035,ed239404-5d24-48d7-acc4-169f6e049d4d,2025-02-04 07:09:02,inventories,1,1,0,
1034,4d4f183a-3bdd-41ea-9f10-7947128a750b,2025-02-04 07:08:26,inventories,1,1,0,
1033,e8d8d5d8-6ff5-449b-b641-488320fbebde,2025-02-04 07:07:50,inventories,1,1,0,
1032,78fc87d2-d894-483e-be19-6a45c6ad7338,2025-02-04 04:55:25,inventories,1,0,0,
1031,6e9c8b49-347c-4d86-ba50-22a9665922aa,2025-02-04 04:55:11,inventories,1,0,0,
1030,ed239404-5d24-48d7-acc4-169f6e049d4d,2025-02-03 12:12:15,inventories,1,0,0,
1029,46d6ac82-6111-45f1-84ec-1ce0f4f7ad3e,2025-02-03 11:25:39,inventories,1,1,0,
1028,1a8084ff-eb17-439a-8424-3a956ab6c2fd,2025-02-03 08:54:28,inventories,1,0,0,
1027,0919f4e0-ba59-4b71-8d29-7e5e764af404,2025-02-03 08:54:40,inventories,1,0,0,
1026,f5c67bcf-f25e-4a81-afa6-ecc687544f87,2025-02-03 08:54:53,inventories,1,0,0,
1025,a5a9b88b-5fcf-4ef2-a6f3-67241142bf5c,2025-02-03 08:55:09,inventories,1,0,0,
1024,29037848-0b5a-4abc-ad69-2a142478cc52,2025-02-03 08:55:24,inventories,1,0,0,
1022,0cccb026-01cc-476f-ae19-b6035554f9e1,2025-02-03 08:55:39,inventories,1,0,0,
1021,88342833-4d97-4bec-bd59-2042f509f3ae,2025-02-03 08:56:05,inventories,1,0,0,
1020,4a7e4c37-4b5d-484d-9ecb-d0e7618286e5,2025-02-03 08:56:29,inventories,1,0,0,
1016,475d7061-cc5e-4474-bb50-7a27bd9f4981,2025-02-03 08:45:14,inventories,1,0,0,
1015,86b01554-005b-4cd0-841d-51528317c4e5,2025-02-03 08:45:26,inventories,1,0,0,
1013,2c15da2e-be42-4b31-80a1-dca6762536d0,2025-02-03 08:45:40,inventories,1,0,0,
1012,421264a2-2953-4e19-97d7-3a74d1965499,2025-02-03 08:45:55,inventories,1,0,0,
1011,5022d586-62b8-4dab-aad0-f50516ab81f5,2025-02-03 08:39:36,inventories,1,0,0,
1010,6452073e-adf9-4ebc-a0d0-a195e0a9da0c,2025-02-03 08:40:08,inventories,1,0,0,
1009,f0e40f53-b9ca-4acb-81ec-f44a6cdfbb0b,2025-02-03 08:34:06,inventories,1,0,0,
1008,02cc09db-36fb-466b-9ed0-49e8e5b1a864,2025-02-03 06:16:54,inventories,1,1,0,
1007,0ac5088b-bbc1-4b77-a99b-08740a63eb8b,2025-02-03 05:15:45,inventories,1,1,0,
1005,62c946e9-d39b-4d45-b07c-7261226cf174,2025-02-12 07:43:08,inventories,1,0,0,
1004,4a6fb8a2-f638-42b5-834e-28388d070bda,2025-02-12 07:23:31,inventories,1,0,0,
1003,4132f528-2226-48cc-b3d8-b35b1ccb2662,2025-02-12 07:24:08,inventories,1,0,0,
1002,0a2760d1-290e-4d15-b91f-8f7eeecf7515,2025-01-30 12:07:35,inventories,1,1,0,
1001,0a2760d1-290e-4d15-b91f-8f7eeecf7515,2025-01-30 09:24:55,inventories,1,1,0,
1000,35446524-b1d3-471c-8945-a2b020e212e7,2025-01-30 06:41:40,inventories,1,1,0,
999,ac56d182-bb67-4c83-9b44-683c1813f37e,2025-01-30 05:49:50,inventories,1,0,0,
998,043a34ea-f86c-4e17-a590-6d7930cbd2b7,2025-02-10 12:29:20,inventories,1,1,0,
996,b01e4066-139f-4a4b-a572-94d115ee3a91,2025-01-31 05:52:44,inventories,1,0,0,
991,158862ca-3861-49d0-a341-3bf73b030cdc,2025-03-19 11:26:40,inventories,1,0,0,
990,158862ca-3861-49d0-a341-3bf73b030cdc,2025-03-19 11:27:23,inventories,1,0,0,
987,62c946e9-d39b-4d45-b07c-7261226cf174,2025-01-29 05:19:19,inventories,1,1,0,
986,76d77479-2f04-4779-a559-c7040c06a1e0,2025-01-28 06:23:48,inventories,1,0,0,
985,ba688b7f-7b6d-4fe9-9238-54710ce81217,2025-01-27 11:56:17,inventories,1,1,0,
984,073feb7e-208f-4cb2-93bb-4d7b9f49b2db,2025-01-27 07:55:54,inventories,1,0,0,
983,ba164453-ddec-4a2b-a449-67d437eee6d2,2025-01-27 07:56:13,inventories,1,0,0,
982,334a7eb0-60f2-4f62-9de2-aea714dbf657,2025-01-27 07:56:27,inventories,1,0,0,
981,27aae528-d335-44b9-a77a-395f3fb573f0,2025-01-27 07:56:56,inventories,1,0,0,
980,782ef666-efe6-4fd1-9f9d-1e338b7b4657,2025-01-27 07:46:43,inventories,1,1,0,
979,2283de67-5d84-4145-88a1-30a98fcf5430,2025-01-27 07:23:42,inventories,1,1,0,
977,1da3b585-44f2-4246-84ee-71401c943202,2025-01-27 04:10:41,inventories,1,1,0,
973,76ebeb85-2f8c-4b82-a56d-d54d10a19fa0,2025-01-23 09:04:02,inventories,1,0,0,
972,005402f1-c5c3-4fe8-b937-6755451aeea8,2025-01-23 09:04:46,inventories,1,0,0,
969,35446524-b1d3-471c-8945-a2b020e212e7,2025-01-23 05:28:52,inventories,1,0,0,
960,b6bf5cec-191f-45d4-b77e-f86a0002e03f,2025-01-22 12:44:58,inventories,1,0,0,
959,ce7c7f86-eb63-46c2-9b2a-02770a4e31fe,2025-01-22 12:31:55,inventories,1,0,0,
953,abeca3dd-f095-4119-8ce3-680a4f8fc517,2025-02-17 06:34:25,inventories,1,0,0,
951,9b760f78-d0dc-4419-96c6-3536b7a94adb,2025-01-22 12:31:05,inventories,1,0,0,
950,5aea75d8-cce6-4fdb-93b5-d0f756380930,2025-01-22 12:30:51,inventories,1,0,0,
948,0f3b2b07-8807-4c86-acc5-dfc84258581b,2025-01-22 12:30:30,inventories,1,0,0,
947,056953b9-ab07-45f8-932c-4a297349138e,2025-01-22 12:30:11,inventories,1,0,0,
943,b8539eff-4934-4c21-a0b1-724bf784bb16,2025-01-22 12:29:28,inventories,1,0,0,
942,b2add71a-cd17-4606-89f1-5be12501ea28,2025-01-22 12:29:00,inventories,1,0,0,
941,0066c0c6-1331-44c4-a209-125c99891fab,2025-01-22 12:28:39,inventories,1,0,0,
940,7a7ab1da-be8c-46f7-962f-c483f642a101,2025-01-22 06:24:00,inventories,1,0,0,
939,03effb4a-2c17-47b3-81d3-be01328ea79f,2025-01-22 06:23:37,inventories,1,0,0,
938,056953b9-ab07-45f8-932c-4a297349138e,2025-01-22 06:23:29,inventories,1,0,0,
937,346c19e6-58a2-4931-b491-1751a37c96b1,2025-01-22 06:23:20,inventories,1,0,0,
936,6080ba5f-d474-44a6-80c1-353f62f364b9,2025-01-22 06:18:52,inventories,1,0,0,
935,53d9d866-ef4b-44e0-a3b8-dfc8533f32f7,2025-01-22 06:23:04,inventories,1,0,0,
934,72a41c93-e3c7-4e05-a6b5-c259dc31cee5,2025-01-22 06:22:55,inventories,1,0,0,
933,6d651e96-92e3-4499-b855-81920e6c6d50,2025-01-22 06:22:41,inventories,1,0,0,
932,835db3c8-3db3-487a-8c1c-4c37ef731569,2025-01-22 06:22:33,inventories,1,0,0,
931,2d81bc92-3cc4-456e-9d87-e3b159d61d42,2025-01-22 06:22:25,inventories,1,0,0,
930,8726360e-fbd2-4933-9221-dc11dd935ccb,2025-01-22 06:22:16,inventories,1,0,0,
929,00127af5-67f8-4819-a7e2-6fa0a225611f,2025-01-22 06:22:07,inventories,1,0,0,
928,a554286c-bdf5-4371-aa18-346e536ada13,2025-01-22 06:21:47,inventories,1,0,0,
927,79de1eb0-980e-48ab-8d52-3423ca956106,2025-01-22 06:21:38,inventories,1,0,0,
926,25eb43a6-1773-4974-81be-06de9f095587,2025-01-22 06:21:28,inventories,1,0,0,
925,79de1eb0-980e-48ab-8d52-3423ca956106,2025-01-22 06:21:15,inventories,1,0,0,
924,25eb43a6-1773-4974-81be-06de9f095587,2025-01-22 06:21:04,inventories,1,0,0,
923,263a2c89-c91f-4ddc-a114-5fd1e7191593,2025-01-21 14:11:07,inventories,1,0,0,
922,fceead7d-1125-4108-bfef-ab6229becabf,2025-01-21 07:24:19,inventories,1,1,0,
921,35446524-b1d3-471c-8945-a2b020e212e7,2025-01-21 07:24:30,inventories,1,1,0,
920,4132f528-2226-48cc-b3d8-b35b1ccb2662,2025-01-21 07:13:03,inventories,1,1,0,
919,6080ba5f-d474-44a6-80c1-353f62f364b9,2025-01-20 12:59:38,inventories,1,0,0,
918,a2bbf731-111a-4057-9de1-660dc6aef20d,2025-01-20 13:27:31,inventories,1,1,0,
917,52771bdc-e39d-450c-b453-79d39a76bccf,2025-02-12 07:50:42,inventories,1,0,0,
916,356dab91-c195-4976-a378-a27f1a675f98,2025-01-20 11:41:02,inventories,1,1,0,
914,ed239404-5d24-48d7-acc4-169f6e049d4d,2025-01-20 08:39:40,inventories,1,1,0,
913,4132f528-2226-48cc-b3d8-b35b1ccb2662,2025-01-20 06:26:05,inventories,1,1,0,
911,55423e49-d45e-49ef-a5ab-8afb40ef6115,2025-01-20 08:39:00,inventories,1,1,0,
910,76ebeb85-2f8c-4b82-a56d-d54d10a19fa0,2025-01-20 08:40:24,inventories,1,1,0,
907,2df944d8-ea87-4143-a2bd-8781e3abf3b9,2025-01-17 07:29:13,inventories,1,1,0,
906,263a2c89-c91f-4ddc-a114-5fd1e7191593,2025-01-17 07:29:25,inventories,1,1,0,
905,6e9c8b49-347c-4d86-ba50-22a9665922aa,2025-01-23 09:05:00,inventories,1,0,0,
904,e0a477ce-66f9-46cf-bc2d-2d5a6f420f7c,2025-01-17 05:23:26,inventories,1,1,0,
903,6e9c8b49-347c-4d86-ba50-22a9665922aa,2025-01-20 08:41:08,inventories,1,1,0,
902,399070c0-2268-4bf6-b015-33d4461aeb84,2025-01-20 08:41:30,inventories,1,1,0,
901,385b4ca9-5e1a-4e45-8929-5fdbb02622d3,2025-01-20 08:41:45,inventories,1,1,0,
900,2e9c20d2-c9a6-42e0-9560-6fcf1562cf44,2025-01-20 08:42:07,inventories,1,1,0,
899,abeca3dd-f095-4119-8ce3-680a4f8fc517,2025-01-20 08:42:27,inventories,1,1,0,
897,740848eb-00ff-4319-b4c8-13355eae29c0,2025-01-20 08:43:01,inventories,1,1,0,
896,35446524-b1d3-471c-8945-a2b020e212e7,2025-01-16 12:03:10,inventories,1,0,0,
895,ed239404-5d24-48d7-acc4-169f6e049d4d,2025-01-16 06:36:53,inventories,1,1,0,
894,02ca7286-44bc-4fc2-87b9-04d4a8fe15e1,2025-01-16 07:24:57,inventories,1,1,0,
893,06b0071d-d003-4512-bddb-df5482c47025,2025-01-15 12:43:19,inventories,1,1,0,
892,0ea5fca0-8f91-49ec-9bb9-6fe15249790c,2025-01-16 12:02:34,inventories,1,1,0,
891,55423e49-d45e-49ef-a5ab-8afb40ef6115,2025-01-16 12:02:42,inventories,1,0,0,
890,21962493-8c87-4c26-9999-834e2ee79572,2025-01-16 12:02:53,inventories,1,1,0,
883,e57008e2-90ff-4cb8-9d5d-2cd577eb32e2,2025-01-14 09:34:37,inventories,1,0,0,
882,35446524-b1d3-471c-8945-a2b020e212e7,2025-01-14 09:34:50,inventories,1,1,0,
881,6e9c8b49-347c-4d86-ba50-22a9665922aa,2025-01-14 09:35:01,inventories,1,1,0,
878,76d77479-2f04-4779-a559-c7040c06a1e0,2025-01-14 05:50:06,inventories,1,1,0,
877,02292bb3-9b8d-4975-b707-422bfd345da0,2025-01-14 04:23:35,inventories,1,1,0,
876,217db9bf-4927-4607-b24f-65667e71ad37,2025-01-14 04:24:17,inventories,1,1,0,
875,4d947452-f9af-4a43-af14-1cc3199c1c02,2025-01-14 04:23:53,inventories,1,1,0,
874,03870bf0-6e7e-40ac-8d0e-baf97eec2938,2025-01-14 04:24:33,inventories,1,1,0,
871,003c6eaf-a63b-4b57-bab0-ef3d20c10315,2025-01-10 08:24:28,inventories,1,1,0,
870,6e9c8b49-347c-4d86-ba50-22a9665922aa,2025-01-10 08:25:18,inventories,1,1,0,
867,701d68ba-aa68-4cfb-9a4d-28c26c7e772e,2025-01-10 06:04:46,inventories,1,1,0,
866,2a44e5fd-2ea3-4484-bd3a-39eabd8cfc66,2025-01-10 07:09:21,inventories,1,1,0,
864,ed239404-5d24-48d7-acc4-169f6e049d4d,2025-01-10 06:05:43,inventories,1,1,0,
863,316d7525-31dd-4bc0-be15-7ae8d95c1d17,2025-01-09 10:59:04,inventories,1,1,0,
862,46119370-5bc9-4af5-b199-181c93db1866,2025-01-09 10:59:11,inventories,1,1,0,
861,d90fca0c-a525-4aa5-8510-c04259c2749c,2025-01-09 10:59:19,inventories,1,1,0,
860,8a676fcc-a55e-4cad-a8ab-de3c92928bea,2025-01-09 10:59:29,inventories,1,1,0,
859,5a67215a-cfdf-4d82-ae03-967d3fa5a0c9,2025-01-09 10:59:40,inventories,1,1,0,
858,318b6195-cf0b-4ec9-b366-609d477442f6,2025-01-09 10:59:52,inventories,1,1,0,
857,75c0a1f5-a734-477a-9848-97dfb4e45e19,2025-01-09 11:00:05,inventories,1,0,0,
856,2a44e5fd-2ea3-4484-bd3a-39eabd8cfc66,2025-01-06 06:47:56,inventories,1,0,0,
853,e2c3e0d1-2ea3-47f6-8f49-cec9fda2c408,2025-01-09 11:02:21,inventories,1,1,0,
852,05e9d525-9400-41a6-8f10-7f5ee5f590df,2025-01-09 11:02:09,inventories,1,0,0,
851,0dfb31d3-8888-48e6-a461-267147263ed5,2025-01-09 11:01:55,inventories,1,1,0,
