item_id,project_id,time_period_start,requested_qty,received_qty,returned_qty,consumed_qty,end_available_amount,end_total_quantity,overdue_returns_count,avg_days_to_return
00c5283b-d858-41c6-9465-3d933413dcb6,6e9a0257-963f-4255-89d1-4136da81e028,2024-09-23,0.0,1.0,0.0,0.0,0,0,1,353.0
00ee98de-9ac0-4dfe-a896-fc46b1af63b9,002ac8f8-db24-4d72-b99d-d58bf86dd701,2025-07-21,3.0,0.0,0.0,0.0,3,0,0,
010b74cd-0d58-4635-88bf-617948edebf2,002ac8f8-db24-4d72-b99d-d58bf86dd701,2025-07-14,0.0,0.0,0.0,0.0,54,0,0,
010b74cd-0d58-4635-88bf-617948edebf2,002ac8f8-db24-4d72-b99d-d58bf86dd701,2025-07-21,54.0,0.0,0.0,0.0,54,0,0,
0138dadd-ecfe-4fa1-97a5-bb18f498c7d7,6e9a0257-963f-4255-89d1-4136da81e028,2025-02-03,0.0,11.0,0.0,0.0,132,0,1,214.0
0138dadd-ecfe-4fa1-97a5-bb18f498c7d7,6e9a0257-963f-4255-89d1-4136da81e028,2025-03-03,0.0,20.0,0.0,0.0,112,0,1,194.0
0138dadd-ecfe-4fa1-97a5-bb18f498c7d7,6e9a0257-963f-4255-89d1-4136da81e028,2025-03-24,2.0,0.0,0.0,0.0,112,0,0,
0138dadd-ecfe-4fa1-97a5-bb18f498c7d7,6e9a0257-963f-4255-89d1-4136da81e028,2025-03-31,5.0,0.0,0.0,0.0,112,0,0,
0138dadd-ecfe-4fa1-97a5-bb18f498c7d7,6e9a0257-963f-4255-89d1-4136da81e028,2025-04-07,0.0,0.0,0.0,0.0,112,0,0,
0138dadd-ecfe-4fa1-97a5-bb18f498c7d7,6e9a0257-963f-4255-89d1-4136da81e028,2025-06-16,20.0,0.0,0.0,0.0,112,0,0,
0138dadd-ecfe-4fa1-97a5-bb18f498c7d7,6e9a0257-963f-4255-89d1-4136da81e028,2025-07-07,25.0,0.0,0.0,0.0,112,0,0,
01903322-8ce9-433f-b7a9-324482bba9ef,unknown,2025-08-04,0.0,0.0,0.0,0.0,1,6,0,
0192d001-ad4f-443a-8f24-405ae0098f22,6e9a0257-963f-4255-89d1-4136da81e028,2024-09-16,0.0,3.0,0.0,0.0,28,0,0,
0192d001-ad4f-443a-8f24-405ae0098f22,6e9a0257-963f-4255-89d1-4136da81e028,2024-12-23,13.0,0.0,0.0,0.0,28,0,0,
0192d001-ad4f-443a-8f24-405ae0098f22,6e9a0257-963f-4255-89d1-4136da81e028,2025-02-17,2.0,0.0,0.0,0.0,28,0,0,
0192d001-ad4f-443a-8f24-405ae0098f22,6e9a0257-963f-4255-89d1-4136da81e028,2025-03-03,12.0,0.0,0.0,0.0,28,0,0,
0192d001-ad4f-443a-8f24-405ae0098f22,6e9a0257-963f-4255-89d1-4136da81e028,2025-03-10,0.0,0.0,0.0,0.0,28,0,0,
0192d001-ad4f-443a-8f24-405ae0098f22,6e9a0257-963f-4255-89d1-4136da81e028,2025-03-31,2.0,0.0,0.0,0.0,28,0,0,
021d0738-a0a2-4d05-913b-8ececedb74d7,unknown,2025-03-03,0.0,0.0,0.0,0.0,1,200,0,
02292bb3-9b8d-4975-b707-422bfd345da0,unknown,2025-01-13,0.0,3.0,0.0,0.0,0,3,1,243.0
026f2603-edc6-4499-927d-c8869b90e2c4,6e9a0257-963f-4255-89d1-4136da81e028,2025-01-20,10.0,0.0,0.0,0.0,100,0,0,
026f2603-edc6-4499-927d-c8869b90e2c4,6e9a0257-963f-4255-89d1-4136da81e028,2025-07-28,3.0,0.0,0.0,0.0,100,0,0,
027c84a0-b916-416d-8eb7-0575370132f3,6e9a0257-963f-4255-89d1-4136da81e028,2025-07-21,0.0,0.0,0.0,0.0,4,0,0,
027c84a0-b916-416d-8eb7-0575370132f3,6e9a0257-963f-4255-89d1-4136da81e028,2025-07-28,0.0,0.0,0.0,0.0,4,0,0,
02960ff9-cdbf-411e-a3ac-433af30074d1,unknown,2024-12-30,0.0,6.0,0.0,0.0,0,6,1,240.0
02ca7286-44bc-4fc2-87b9-04d4a8fe15e1,unknown,2025-01-13,0.0,0.0,0.0,0.0,0,0,1,240.0
02cc09db-36fb-466b-9ed0-49e8e5b1a864,6e9a0257-963f-4255-89d1-4136da81e028,2024-12-30,52.0,8.0,0.0,0.0,0,0,1,213.0
02cc09db-36fb-466b-9ed0-49e8e5b1a864,6e9a0257-963f-4255-89d1-4136da81e028,2025-02-03,0.0,6.0,0.0,0.0,0,0,2,213.0
02cc09db-36fb-466b-9ed0-49e8e5b1a864,6e9a0257-963f-4255-89d1-4136da81e028,2025-02-10,0.0,24.0,0.0,0.0,0,0,3,213.0
02cc09db-36fb-466b-9ed0-49e8e5b1a864,6e9a0257-963f-4255-89d1-4136da81e028,2025-02-17,25.0,0.0,0.0,0.0,0,0,0,
02cc09db-36fb-466b-9ed0-49e8e5b1a864,6e9a0257-963f-4255-89d1-4136da81e028,2025-02-24,0.0,20.0,0.0,0.0,0,0,1,200.0
02cc09db-36fb-466b-9ed0-49e8e5b1a864,6e9a0257-963f-4255-89d1-4136da81e028,2025-04-07,0.0,1.0,0.0,0.0,0,0,1,158.0
02fa2ac5-e376-4490-9a20-829fd75bd2ae,6e9a0257-963f-4255-89d1-4136da81e028,2024-04-22,0.0,1.0,0.0,0.0,0,0,0,
035ed2a8-1354-4822-b347-f5aa61dea545,unknown,2024-12-02,0.0,0.0,0.0,0.0,10,30,0,
035ed2a8-1354-4822-b347-f5aa61dea545,unknown,2025-03-03,12.0,0.0,0.0,0.0,10,30,0,
035ed2a8-1354-4822-b347-f5aa61dea545,unknown,2025-03-10,0.0,20.0,0.0,0.0,0,30,1,179.0
035ed2a8-1354-4822-b347-f5aa61dea545,unknown,2025-03-31,6.0,0.0,0.0,0.0,0,30,0,
035ed2a8-1354-4822-b347-f5aa61dea545,unknown,2025-04-07,13.0,0.0,0.0,0.0,0,30,0,
035ed2a8-1354-4822-b347-f5aa61dea545,unknown,2025-05-05,10.0,0.0,0.0,0.0,0,30,0,
037209a3-ba6f-4079-ae77-a37e65292f38,unknown,2025-07-21,1.0,0.0,0.0,0.0,1,60,0,
03870bf0-6e7e-40ac-8d0e-baf97eec2938,unknown,2025-01-13,0.0,1.0,0.0,0.0,0,1,1,243.0
039cb2d8-ee41-44da-8101-9aebe2a4f678,6e9a0257-963f-4255-89d1-4136da81e028,2024-12-16,0.0,14.0,0.0,0.0,0,0,1,268.0
03e9db75-b046-411c-96c2-d3e3a8ec84f2,unknown,2025-07-21,0.0,0.0,0.0,0.0,1,1,0,
03effb4a-2c17-47b3-81d3-be01328ea79f,unknown,2025-01-20,3.0,0.0,0.0,0.0,1,48,0,
0400d0df-66fd-4b08-a4a2-52fc470297b7,6e9a0257-963f-4255-89d1-4136da81e028,2024-06-17,0.0,0.0,0.0,0.0,0,0,0,
043a34ea-f86c-4e17-a590-6d7930cbd2b7,unknown,2025-01-27,0.0,0.0,0.0,0.0,0,0,1,216.0
04e29aba-356d-4d5e-a1d2-b42304ce4f68,unknown,2024-05-20,1.0,0.0,0.0,0.0,2,0,0,
04e29aba-356d-4d5e-a1d2-b42304ce4f68,unknown,2024-06-10,0.0,1.0,0.0,0.0,1,0,0,
04e29aba-356d-4d5e-a1d2-b42304ce4f68,unknown,2024-06-17,0.0,1.0,0.0,0.0,0,0,0,
04e29aba-356d-4d5e-a1d2-b42304ce4f68,unknown,2024-09-16,0.0,1.0,0.0,0.0,0,0,0,
04e29aba-356d-4d5e-a1d2-b42304ce4f68,unknown,2024-09-30,0.0,1.0,0.0,0.0,0,0,0,
04e29aba-356d-4d5e-a1d2-b42304ce4f68,unknown,2025-01-20,0.0,1.0,0.0,0.0,0,0,0,
04e29aba-356d-4d5e-a1d2-b42304ce4f68,unknown,2025-01-27,0.0,1.0,0.0,0.0,0,0,0,
04e29aba-356d-4d5e-a1d2-b42304ce4f68,unknown,2025-03-10,0.0,1.0,0.0,0.0,0,0,1,187.0
04e29aba-356d-4d5e-a1d2-b42304ce4f68,unknown,2025-05-05,0.0,0.0,0.0,0.0,0,0,0,
04e29aba-356d-4d5e-a1d2-b42304ce4f68,unknown,2025-07-21,1.0,0.0,0.0,0.0,0,0,0,
