id,department_id,source,total_quantity,current_stock
27106df4-e415-4efd-a236-fe573148f792,MINT Commissioning of Smart Communication Rooms at,inventory,8.0,8.0
271714ea-841c-4a6e-b16c-d5136fa8dffe,ICT Park TTA,inventory,42.0,42.0
271bc622-e8d7-463c-a987-b06828ad910c,MoF OFAG-AV,inventory,10.0,10.0
271f3436-b220-4e3b-800c-e5b9456c47b8,ICT Park TTA,asset,70.0,70.0
272ce078-4bcf-41fd-abeb-2047c5f60b3c,MINT Commissioning of Smart Communication Rooms at,inventory,1000.0,1000.0
27332789-b20a-4e31-bda4-cd6a29c0e98d,MINT Commissioning of Smart Communication Rooms at,inventory,864.0,864.0
2753f433-c0f3-4970-9fb8-80edfcde17a7,ICT Park TTA,inventory,20.0,20.0
27545064-4ac5-4c35-8d34-d30afb88fe27,MINT Commissioning of Smart Communication Rooms at,inventory,1000.0,1000.0
27679f72-3bb3-4e1c-8259-056d204f8ef3,Dashen Bank DHCI,inventory,108.0,108.0
276cb17c-08f6-40e1-990f-7779182aac17,ICT Park TTA,asset,45.0,45.0
276d4d48-7dab-4b8a-b9e4-1c5a712dc76c,ICT Park TTA,inventory,200.0,200.0
2774d290-95cd-47f0-9e65-d61ebea43b37,MINT Commissioning of Smart Communication Rooms at,inventory,864.0,864.0
2775e8da-9c94-4ac7-b814-81ad238e1228,MINT Commissioning of Smart Communication Rooms at,inventory,1000.0,1000.0
277990b1-89e9-48c3-bd6f-05334eda5884,ICT Park TTA,inventory,6.0,6.0
278d0d7c-bf1a-4a1c-9874-761585c43dd7,MINT Commissioning of Smart Communication Rooms at,inventory,50.0,50.0
27952695-94e4-4b56-9976-380950fdfc56,Dashen Bank DHCI,inventory,36.0,36.0
2796e1bd-0ef4-404b-8793-8f2f48740ef4,ICT Park TTA,inventory,7.0,7.0
279b6277-c479-43b3-95fa-e4a4b7d5b77c,MINT Commissioning of Smart Communication Rooms at,inventory,864.0,864.0
27ad90c3-61ce-420d-b3e7-07e63487fe77,ICT Park TTA,inventory,8.0,8.0
27b687bd-fa48-421d-995f-efb3bc0a7255,Dashen Bank DHCI,inventory,108.0,108.0
27b70b08-fc42-49f5-b9d9-aa16266c44f1,MINT Commissioning of Smart Communication Rooms at,inventory,1000.0,1000.0
27bc4d53-6cad-4699-a76d-0b03727f190f,ICT Park TTA,inventory,45.0,45.0
27c69fee-4a1c-4e24-b4bb-e79725643fb4,MINT Commissioning of Smart Communication Rooms at,inventory,1000.0,1000.0
27ce2544-a8f0-476f-ade8-6907fcaaff42,MINT Commissioning of Smart Communication Rooms at,inventory,1000.0,1000.0
27d345e1-7ae0-441a-b481-9f80901a94ce,MINT Commissioning of Smart Communication Rooms at,inventory,1000.0,1000.0
27d6750e-b283-4ed7-b2bb-b57687dca516,ICT Park TTA,asset,4.0,4.0
27de6d37-80bd-4aa8-a686-71de1a3f2c97,MINT Commissioning of Smart Communication Rooms at,inventory,864.0,864.0
27e6646a-b4f0-4c26-b916-d06d64e0149e,ICT Park TTA,inventory,45.0,45.0
27ef9e46-86b4-4cb2-aeb4-171845367430,MINT Commissioning of Smart Communication Rooms at,inventory,1000.0,1000.0
2806ae9d-5a68-45d0-aac4-f0df2ad51635,ICT Park TTA,inventory,10.0,10.0
280df83f-404d-4e9b-8dd9-91a6b7cea3f6,HQ Office Facility,inventory,3.0,3.0
280f92d8-06cb-417b-9965-43729ada99ca,ICT Park TTA,inventory,40.0,40.0
2824bac3-cdf5-41d2-abaa-c2fcf1a783c4,MINT Commissioning of Smart Communication Rooms at,inventory,20.0,20.0
2825793c-0368-448e-afee-fa499dd48a52,ICT Park TTA,inventory,5.0,5.0
2828e43a-0351-426f-856f-636b50203b9c,Kaizen VC Equipment,inventory,31.0,31.0
282fb8e3-a5ee-4179-9085-9713c3fac3c8,EPSS,inventory,150.0,150.0
28330c1e-acc0-484c-9bfb-64d944d3c7fe,ICT Park TTA,inventory,6.0,6.0
2842a786-2e51-4e09-b256-776260e283ea,MINT Commissioning of Smart Communication Rooms at,inventory,1000.0,1000.0
2846e519-a9f9-48b4-a38e-70802cb399b3,ICT Park TTA,inventory,19.0,19.0
284ef33c-a64f-46a4-9e9e-0426c91269ce,ICT Park TTA,asset,40.0,40.0
28513955-e77f-4a0a-8c39-d5491c03781c,ICT Park TTA,asset,70.0,70.0
28527ed5-fba5-4730-a8f5-7f8597f411d0,HQ Office Facility,inventory,60.0,60.0
285562bf-41aa-4826-8d8f-e7139c5844a3,Dashen Bank DHCI,inventory,36.0,36.0
28568efe-42c2-4957-b4ac-d3dd5f45d30c,Dashen Bank DHCI,inventory,108.0,108.0
285c8912-6cd9-4094-b3b5-2c76437c2611,HQ Office Facility,inventory,60.0,60.0
28617b58-39eb-457f-ac4d-c15031d775ec,HQ Office Facility,inventory,1.0,1.0
28630cab-43f9-4e3e-8d35-6c53a96e1a5b,MINT Commissioning of Smart Communication Rooms at,inventory,864.0,864.0
2864b32c-d0dc-44ef-858d-a2f431cf86a1,ICT Park TTA,inventory,200.0,200.0
287b20c9-79ed-47e0-b91a-8b53bd1405d3,ICT Park TTA,inventory,10.0,10.0
2888e39f-94ff-45fc-bb3b-2c2cad643848,HQ Office Facility,inventory,51.0,51.0
28899294-ac29-41ec-8026-a8a272a25058,HQ fleet,inventory,4.0,4.0
288f331e-dae5-4292-8945-4130e7527856,MINT Commissioning of Smart Communication Rooms at,inventory,864.0,864.0
289f4db8-50eb-4330-b87b-efe3351d38a6,Kaizen VC Equipment,inventory,11.0,11.0
28a3cd3e-1b5d-4267-afd7-39c4d802a4cf,MINT Commissioning of Smart Communication Rooms at,inventory,17.0,17.0
28b04f7a-aa30-4aa3-986b-fa92a6be313a,ICT Park TTA,asset,70.0,70.0
28b77b1a-b306-4170-8c9a-3dc2c93c30ba,MINT Commissioning of Smart Communication Rooms at,inventory,87.0,87.0
28c888f3-5818-4a65-bd98-c3e4effcbd3e,ICT Park TTA,inventory,25.0,25.0
28c8f03a-db17-4cbe-ba13-5e772049ece9,MINT Commissioning of Smart Communication Rooms at,inventory,864.0,864.0
28d4df3f-cf3a-4b67-9f9c-acf686308aa1,EPSS,inventory,35.0,35.0
28dbb40a-8be2-4a88-9e5d-800e57e3cd11,HQ Office Facility,inventory,100.0,100.0
28e755da-3390-48c3-b07b-1a832d9ca418,HQ Office Facility,inventory,100.0,100.0
28e7f114-9b19-4ba6-880f-53ce1f455229,ICT Park TTA,inventory,200.0,200.0
28e89f0e-6df7-40e1-bcf2-a21a67552647,EPSS,inventory,80.0,80.0
28ee2fce-c02c-4ff0-8bc1-924bd8815310,ICT Park TTA,asset,45.0,45.0
28f0a29e-ebd7-4ff9-8bca-dfdd22b88d4b,ICT Park TTA,inventory,5.0,5.0
28fa59cd-5775-4ce3-8a19-7a50acde8bcf,MINT Commissioning of Smart Communication Rooms at,inventory,1000.0,1000.0
28fae34e-2967-4480-85fe-4546f41594c1,MINT Commissioning of Smart Communication Rooms at,inventory,1000.0,1000.0
29027b0b-9001-4d8d-be17-8712eca9c969,ICT Park TTA,inventory,30.0,30.0
29037848-0b5a-4abc-ad69-2a142478cc52,MINT Commissioning of Smart Communication Rooms at,inventory,9.0,9.0
290d770a-fcf6-407c-8733-a8a12d8836d9,MINT Commissioning of Smart Communication Rooms at,inventory,3.0,3.0
29205aa4-7a6c-4e6c-a724-01638e53f9cc,ICT Park TTA,asset,13.0,13.0
292136df-09a3-4fda-99ae-e09ac1f4be68,Kaizen VC Equipment,inventory,20.0,20.0
292b7cf3-c7af-4149-8a0e-c7bbf196d50c,ICT Park TTA,inventory,200.0,200.0
293926d4-3d97-4f94-a7ac-8b2d5b8ed486,ICT Park TTA,inventory,200.0,200.0
293f2ec1-26ee-45ef-804d-d0f7bb2d9352,MINT Commissioning of Smart Communication Rooms at,inventory,98.4,98.4
294fd5e3-d67d-4d85-86e2-fad4147b1cc4,HQ Office Facility,inventory,100.0,100.0
2963c3c3-94da-41a4-b2f7-61fccfa8b184,HQ Office Facility,inventory,60.0,60.0
296b195e-8b14-4f40-8da4-b2fbe5ad5655,MINT Commissioning of Smart Communication Rooms at,inventory,864.0,864.0
29879517-3200-4cca-b71f-00f54863434a,MINT Commissioning of Smart Communication Rooms at,inventory,864.0,864.0
29931638-e85b-4cc4-8d61-100fa0629311,MINT Commissioning of Smart Communication Rooms at,inventory,1000.0,1000.0
29a103cb-d95f-4927-8621-dbb830c19c15,ICT Park TTA,inventory,3.0,3.0
29a93899-c3c6-4157-bd35-741d3d43967c,EPSS,inventory,150.0,150.0
29a968cf-78a8-49e0-9eee-693b8b70465b,MINT Commissioning of Smart Communication Rooms at,inventory,1000.0,1000.0
29b2f14a-c23e-4960-b41c-008888d05e66,ICT Park TTA,inventory,4.0,4.0
29d0e4fe-ee6f-4108-abff-d161b7c80f03,ICT Park TTA,asset,45.0,45.0
29d6d330-c611-4803-842c-8b7f4942a672,ICT Park TTA,asset,45.0,45.0
2a06fef9-039f-4af2-bb32-649b8a1627ec,HQ fleet,inventory,1.0,1.0
2a1c5b60-10dd-44ad-8e2e-ff4281e174d2,MINT Commissioning of Smart Communication Rooms at,inventory,120.0,120.0
2a23e812-2e88-4d52-afef-96eb11aa3f24,HQ Office Facility,inventory,51.0,51.0
2a252823-d46d-4f4f-8f8a-7eba9c37248a,ICT Park TTA,inventory,80.0,80.0
2a384415-d243-4288-a3c1-581f6a6fca33,MINT Commissioning of Smart Communication Rooms at,inventory,50.0,50.0
2a3eb792-e7fe-40ea-9e9e-578d9d20c8ed,MINT Commissioning of Smart Communication Rooms at,inventory,20.0,20.0
2a4841c2-dc4b-481c-8766-17d4f32f688f,MINT Commissioning of Smart Communication Rooms at,inventory,50.0,50.0
2a518666-7daf-4fef-84a3-7672c9873ef6,MINT Commissioning of Smart Communication Rooms at,inventory,864.0,864.0
2a5343ab-ce50-4684-9fbb-4c365f0f420f,MINT Commissioning of Smart Communication Rooms at,inventory,864.0,864.0
2a55752d-f851-4d1b-aaca-0de6198a4df6,ICT Park TTA,asset,45.0,45.0
2a6f8cd4-d111-416a-820a-06f12c4874ad,ICT Park TTA,asset,45.0,45.0
2a7211b4-f4ee-42e8-8ff6-678576cea53c,ICT Park TTA,asset,70.0,70.0
2a73f774-3396-4ac2-8545-7cd4f34e1158,MINT Commissioning of Smart Communication Rooms at,inventory,864.0,864.0
2a804973-c117-4894-a6db-3fb06c8db304,Dashen Bank DHCI,inventory,108.0,108.0
2a84090f-79b3-4bc7-b7c1-6b1bbb147d17,MINT Commissioning of Smart Communication Rooms at,inventory,864.0,864.0
2a8801a8-5937-4ac7-8ea8-80429c340429,ICT Park TTA,inventory,50.0,50.0
2ab1d010-a91b-48fe-8b69-be275b01347d,MINT Commissioning of Smart Communication Rooms at,inventory,864.0,864.0
2ab40943-6ddb-4c71-88be-dbb786f5456a,HQ Office Facility,inventory,100.0,100.0
2ab4f060-24e0-42ff-8657-64e27cf6dbd7,MINT Commissioning of Smart Communication Rooms at,inventory,1000.0,1000.0
2ab874a5-403e-43c1-9692-60da9393fae2,HQ fleet,inventory,4.0,4.0
2ac5c68c-c0bc-4127-93e9-88d9f8c3f717,MINT Commissioning of Smart Communication Rooms at,inventory,2.0,2.0
2ac6b647-523f-45a1-ac0c-a9e2555328a1,HQ Office Facility,inventory,51.0,51.0
2ac6ec4c-b2a7-40a9-be3d-71a016e00ed9,Branding and  CSR,inventory,2.0,2.0
2adbd81e-4116-4bbc-bba0-f17b138638c6,MINT Commissioning of Smart Communication Rooms at,inventory,1000.0,1000.0
2adc258f-10fa-480b-af91-c9ba63946ed9,MINT Commissioning of Smart Communication Rooms at,inventory,48.0,48.0
2ae1efe6-af36-415f-8c51-e7c98c90c3fd,MINT Commissioning of Smart Communication Rooms at,inventory,48.0,48.0
2ae41403-5161-45eb-9f8c-21c87b4f86e2,HQ Office Facility,inventory,100.0,100.0
2aecead9-416d-4b74-b9a8-8f73eb857a8e,MINT Commissioning of Smart Communication Rooms at,inventory,864.0,864.0
2aef4212-c206-4eb2-81a0-1f2b4028f412,HQ Office Facility,inventory,100.0,100.0
2af0c05c-93e2-4751-9344-eaad6001e6fd,MINT Commissioning of Smart Communication Rooms at,inventory,864.0,864.0
2b022fe2-636d-43f1-8798-30a11ba31f19,MINT Commissioning of Smart Communication Rooms at,inventory,864.0,864.0
2b0823ee-1eb5-4e99-ab84-4f0d6729745b,MINT Commissioning of Smart Communication Rooms at,inventory,864.0,864.0
2b08dfd7-da16-4f85-a331-1f6157ffcc22,MINT Commissioning of Smart Communication Rooms at,inventory,864.0,864.0
2b0fa7b2-4d1c-411e-a6bf-3817025e1491,MINT Commissioning of Smart Communication Rooms at,inventory,1000.0,1000.0
2b1ff415-6ed2-487f-95a3-b82eb46783b3,HQ Office Facility,inventory,51.0,51.0
2b26c341-a7cc-4fad-a4c9-eb641439ad43,ICT Park TTA,inventory,200.0,200.0
2b2ad932-66be-43cb-870c-976a096fd69c,Dashen Bank DHCI,inventory,108.0,108.0
2b413dc1-5f0b-4a79-9e0c-cc320cf35589,MINT Commissioning of Smart Communication Rooms at,inventory,1000.0,1000.0
2b483614-867c-42f4-ac3b-fcd1f64d5381,HQ Office Facility,inventory,51.0,51.0
2b49b481-568f-43b8-bff8-b222e4662040,MINT Commissioning of Smart Communication Rooms at,inventory,864.0,864.0
2b4a050b-8c48-4bad-94b3-10f6c0c4a0af,ICT Park TTA,asset,45.0,45.0
2b5789f4-24bb-485e-b2c4-84fe6203b310,ICT Park TTA,inventory,45.0,45.0
2b57a396-5bfd-404f-94cd-05e13dea46e5,ICT Park TTA,asset,45.0,45.0
2b62837c-4da4-4075-8632-342b71df3dcc,ICT Park TTA,inventory,3.0,3.0
2b6d2441-6c77-4e61-8fb3-7b2b110d2f53,Dashen Bank DHCI,inventory,108.0,108.0
2b711a19-20a0-4371-9753-bba33f711943,MINT Commissioning of Smart Communication Rooms at,inventory,864.0,864.0
2b77d6cc-1bce-45d5-8497-c0bd3214a29a,MINT Commissioning of Smart Communication Rooms at,inventory,1000.0,1000.0
2b8370c9-ac50-4350-86b6-f0dff4e7088c,Kaizen VC Equipment,inventory,31.0,31.0
2b89395e-2595-4776-852e-3119577a3284,MINT Commissioning of Smart Communication Rooms at,inventory,17.0,17.0
2b8ad9c0-2d1d-4828-b14f-e51472f04d1b,HQ Office Facility,inventory,10.0,10.0
2b930e5b-f381-437c-ad1d-65a4349c15e8,HQ Office Facility,inventory,5.0,5.0
2b98cc3f-6fe4-4a59-8ca9-630fae35b2fa,Dashen Bank DHCI,inventory,108.0,108.0
2bacb8b8-7c72-472c-956a-8522f1b21bb7,ICT Park TTA,asset,45.0,45.0
2bc2bb03-4982-44a8-9507-a305bbf93586,ICT Park TTA,inventory,45.0,45.0
2bc35e6a-ff18-44c9-9a4d-684eec9976f8,ICT Park TTA,asset,12.0,12.0
2bcec40e-6343-4c3b-823a-61e7c5169efc,ICT Park TTA,inventory,200.0,200.0
2bd298ce-8885-468b-be77-7220b4f17ea8,ICT Park TTA,inventory,1.0,1.0
2bdbdb8f-5daa-4594-835c-b04b97558cbc,ICT Park TTA,inventory,1.0,1.0
2be13f2e-b2a1-4107-b359-d276d6081da3,HQ Office Facility,inventory,51.0,51.0
2be4518e-3a81-47ba-bb71-93c1f61cf85b,ICT Park TTA,asset,70.0,70.0
2bf4fd7c-7431-4935-b11c-a13b530bc512,ICT Park TTA,inventory,200.0,200.0
2bfff08b-78a5-4618-b9f3-a508f1dce725,MINT Commissioning of Smart Communication Rooms at,inventory,864.0,864.0
2c08e784-2c65-43a2-a95b-58939438a7ff,ICT Park TTA,inventory,42.0,42.0
2c09354d-1402-4a56-bc45-c0e7cccd65e6,Dashen Bank DHCI,inventory,108.0,108.0
2c15da2e-be42-4b31-80a1-dca6762536d0,MINT Commissioning of Smart Communication Rooms at,inventory,2.0,2.0
2c1aa468-486e-43a9-8770-00b71b2f9e32,ICT Park TTA,inventory,25.0,25.0
2c321c73-0dee-4e10-8f23-103a11451fe4,MINT Commissioning of Smart Communication Rooms at,inventory,864.0,864.0
2c596457-4a82-48e5-977c-601aaee15651,HQ Office Facility,inventory,10.0,10.0
2c62a086-872c-484f-a230-8f95344c44a8,HQ Office Facility,inventory,60.0,60.0
2c63cd24-6f6b-424f-8c32-032d32adba8e,ICT Park TTA,inventory,1300.0,1300.0
2c64e0ba-6747-419e-b8f9-ab00db967ca6,ICT Park TTA,inventory,72.0,72.0
2c709857-9dca-48a5-b067-1d57ea7483f4,ICT Park TTA,asset,40.0,40.0
2c768d86-c3a9-4322-a462-576908911866,ICT Park TTA,asset,45.0,45.0
2c7bc76e-93f9-43bf-b261-e33bba91dbf7,ICT Park TTA,inventory,19.0,19.0
2cb2897c-1a65-4ec4-b6e6-df25829f94cb,ICT Park TTA,inventory,200.0,200.0
2cb8a257-8076-4469-8607-d7bb01489d8c,HQ Office Facility,inventory,100.0,100.0
2cc44d00-ef6b-4043-8415-b77137ecc392,ICT Park TTA,inventory,72.0,72.0
2ccad79f-05a4-4429-b08b-59126f045257,EPSS,inventory,1.0,1.0
2ccb52b6-d463-45d6-a3d7-752e3c1c8554,MINT Commissioning of Smart Communication Rooms at,inventory,1000.0,1000.0
2cdb6cd5-71d5-41db-a13a-5139392ad997,HQ Office Facility,inventory,29.0,29.0
2cea2d6b-2445-4188-91a7-48908deb2e45,HQ Office Facility,inventory,60.0,60.0
2cf0b5e5-d899-4429-846f-bbbea128142c,HQ Office Facility,inventory,100.0,100.0
2cf5480c-09c7-4fad-b5b9-5f18bc125432,EPSS,inventory,150.0,150.0
2cf8c9cc-3f1b-4bf8-8c00-bf8a83e1dd32,MINT Commissioning of Smart Communication Rooms at,inventory,864.0,864.0
2d0006a9-0be4-4eed-af26-7522dc64c4cc,MINT Commissioning of Smart Communication Rooms at,inventory,1000.0,1000.0
2d0413d6-ab66-40d9-9357-17ba7a0ff545,ICT Park TTA,inventory,42.0,42.0
2d06f5f8-7c21-4c0e-aab6-aa641b5c3362,ICT Park TTA,inventory,39.0,39.0
2d0e29f6-54d0-4a31-b3ba-a17f3dfbf1ad,ICT Park TTA,inventory,10.0,10.0
2d0ea9c1-32a8-47a3-82c7-eeb440b1b58b,HQ Office Facility,inventory,6.0,6.0
2d1da023-3daf-4b67-ad4e-a9e78d2fad81,HQ fleet,inventory,1.0,1.0
2d20e9bd-f09e-4b2b-b4ec-a5075ac06a1e,MINT Commissioning of Smart Communication Rooms at,inventory,57.0,57.0
2d2163f5-8d00-44b8-bad1-0de55cc3d6b9,MINT Commissioning of Smart Communication Rooms at,inventory,48.0,48.0
2d3351d6-cde4-4217-8d30-a3a828456a48,HQ Office Facility,inventory,60.0,60.0
2d37bccf-544a-4f65-83f9-d01a62da937e,HQ Office Facility,inventory,60.0,60.0
2d3ea248-54af-4627-b157-dcc9e01ed7e3,HQ support,inventory,20.0,20.0
2d4fb292-4339-4955-a6e1-cc0da91b927e,ICT Park TTA,inventory,25.0,25.0
2d56f4bf-5b3e-4f9f-acef-0c7f55b7752c,HQ support,inventory,12.0,12.0
2d67ea71-4f01-4807-80e8-bfcce52e4e4f,ICT Park TTA,inventory,20.0,20.0
2d682633-24e4-4167-9f4c-4fcc6f2ebbc0,MINT Commissioning of Smart Communication Rooms at,inventory,6.0,6.0
2d700605-28ac-4b1e-a9cd-44a946bc4668,HQ Office Facility,inventory,60.0,60.0
2d746319-908b-4483-9be0-9fbec63abaca,HQ fleet,inventory,4.0,4.0
2d81bc92-3cc4-456e-9d87-e3b159d61d42,Kaizen VC Equipment,inventory,2.0,2.0
2d82f413-c9f9-4ed2-b958-af471abccc04,MINT Commissioning of Smart Communication Rooms at,inventory,87.0,87.0
2d861331-fef7-4fe6-990d-d5479699d372,MINT Commissioning of Smart Communication Rooms at,inventory,864.0,864.0
2d8d4dda-32ec-46af-a1f3-d88d48552e84,MINT Commissioning of Smart Communication Rooms at,inventory,87.0,87.0
2d9379c6-f35c-4dd0-81a0-6cf6531fe360,ICT Park TTA,inventory,200.0,200.0
2da3cf28-20e1-4ff8-9118-48e4dbfb7340,ICT Park TTA,asset,70.0,70.0
2da9c123-2c4c-4f9d-b612-0e2cae369919,ICT Park TTA,inventory,200.0,200.0
2db4ce3f-618d-40bf-971a-5c4f399532fd,ICT Park TTA,inventory,72.0,72.0
2db59886-7af9-4f37-9b74-19302950ccf9,MINT Commissioning of Smart Communication Rooms at,inventory,864.0,864.0
2dbccc02-c808-4958-88a3-263c71474ac8,MINT Commissioning of Smart Communication Rooms at,inventory,1000.0,1000.0
2dcad847-a6b1-457f-9ba9-c1df4b151297,MINT Commissioning of Smart Communication Rooms at,inventory,88.0,88.0
2dd38e1f-a27d-408b-b5dc-ba1714c1f176,MINT Smart Room Support,inventory,36.0,36.0
2ddabddf-d364-4182-a14c-bcdf29688822,ICT Park TTA,inventory,45.0,45.0
2ddabfb8-ecc7-4376-86a8-ffbd3a42f61d,MINT Commissioning of Smart Communication Rooms at,inventory,57.0,57.0
2ddad77e-9c35-416f-9351-c90926d69d29,ICT Park TTA,inventory,20.0,20.0
2de08602-42eb-4b75-9c7d-5075589a226a,HQ Office Facility,inventory,1.0,1.0
2de7f5df-1f54-4311-88af-1c3ad104a78f,ICT Park TTA,inventory,200.0,200.0
2de92696-744e-420c-9dab-3a6817747d06,ICT Park TTA,inventory,72.0,72.0
2df414c6-b9f9-4b06-a6f5-fd36af316584,MINT Commissioning of Smart Communication Rooms at,inventory,50.0,50.0
2dfc3e0c-e3a6-4de2-a2f7-fc0cc3dc74bc,MINT Commissioning of Smart Communication Rooms at,inventory,1000.0,1000.0
2dfc9407-547f-4d67-997f-4a2064ef456a,MINT Commissioning of Smart Communication Rooms at,inventory,864.0,864.0
2e2f628c-b9ff-4595-8d34-814fb2ceac5d,MINT Commissioning of Smart Communication Rooms at,inventory,864.0,864.0
2e506ac1-baaf-4d7a-b267-8ab446441a3d,MINT Commissioning of Smart Communication Rooms at,inventory,48.0,48.0
2e6b1df5-230b-49fa-8c38-02a2e19fd27c,HQ Office Facility,inventory,60.0,60.0
2e71b13f-8ed8-4088-bf10-555158421939,ICT Park TTA,asset,45.0,45.0
2e7b60a1-c2ed-4f20-904f-a23c6556f395,Kaizen VC Equipment,inventory,150.0,150.0
2e85d385-012f-4bcd-96e1-6dc8b8d6b520,Dashen Bank DHCI,inventory,36.0,36.0
2e928b7e-4c71-4225-96a2-be4cf05d25c1,MINT Commissioning of Smart Communication Rooms at,inventory,1000.0,1000.0
2e989457-7e48-4e1c-88d4-e627b1af4ed1,MINT Commissioning of Smart Communication Rooms at,inventory,8.0,8.0
2e9c20d2-c9a6-42e0-9560-6fcf1562cf44,HQ Office Facility,inventory,100.0,100.0
2eaba373-47d5-480a-aca1-059fa086fe6f,MINT Commissioning of Smart Communication Rooms at,inventory,864.0,864.0
2eadc422-60f4-4844-a4d4-116e6e9eafb1,ICT Park TTA,asset,70.0,70.0
2eb9a3b4-6064-4773-8a45-535e5ae750e1,MINT Commissioning of Smart Communication Rooms at,inventory,864.0,864.0
2eba348e-a039-435f-9359-4fc87b78b5c0,MINT Commissioning of Smart Communication Rooms at,inventory,1000.0,1000.0
2ebd3638-45ab-4c93-af1a-fda76248ac67,ICT Park TTA,inventory,6.0,6.0
2ec33b04-9bd9-427e-b31f-fcaec7fc46b8,MINT Commissioning of Smart Communication Rooms at,inventory,13.0,13.0
2ec64a58-eb7b-4a54-97d5-3d8c6d558938,ICT Park TTA,asset,45.0,45.0
2ec9dfb0-23e6-4ba3-810f-cabcf5017738,MINT Commissioning of Smart Communication Rooms at,inventory,864.0,864.0
2ed36023-bb97-451d-a13b-5c65a73b5b08,Kaizen VC Equipment,inventory,150.0,150.0
2edd998f-72d7-4b74-af16-c02dc52e3237,MINT Commissioning of Smart Communication Rooms at,inventory,87.0,87.0
2ee272e8-b546-447a-8bad-584da99da67a,HQ support,inventory,20.0,20.0
2ee42fc1-cc88-4e84-95f3-e341412fcb87,ICT Park TTA,asset,45.0,45.0
2f0a5d5e-4c67-43df-9042-df24a692c06e,MINT Commissioning of Smart Communication Rooms at,inventory,864.0,864.0
2f0d6beb-8fb6-4439-b3ed-2f4d8e225a4d,HQ Office Facility,inventory,1.0,1.0
2f15ffcd-1be3-4d6a-abff-ea9a0db5118c,MINT Commissioning of Smart Communication Rooms at,inventory,88.0,88.0
2f226600-d113-4312-90f2-9a209c793417,ICT Park TTA,inventory,72.0,72.0
2f240792-c9af-446d-a5a2-56bb0d922bd5,ICT Park TTA,asset,45.0,45.0
2f29e95d-f2ed-492f-9784-52e11120ec14,MINT Commissioning of Smart Communication Rooms at,inventory,864.0,864.0
2f2a4406-5ec5-4263-bbc0-3102fd890833,MINT Commissioning of Smart Communication Rooms at,inventory,864.0,864.0
2f2f1f96-3866-48d1-a606-d56d5114fff1,ICT Park TTA,inventory,45.0,45.0
2f3e7b7f-4502-4c63-8c78-fb8f0e5d0c2f,ICT Park TTA,inventory,50.0,50.0
2f401cd1-af91-4deb-9541-8fdeb9a692ab,HQ Office Facility,inventory,60.0,60.0
2f41dc5a-bd25-4b3b-b31a-fc6b1bf626fb,Dashen Bank DHCI,inventory,108.0,108.0
2f5165a8-9004-45c0-af45-b39455cb25fb,HQ Office Facility,inventory,20.0,20.0
2f5bfc2c-8964-4982-9f45-1f075264f4e4,ICT Park TTA,inventory,25.0,25.0
2f5d420a-b55f-48e4-81ed-86ea865e33d7,Kaizen VC Equipment,inventory,1.0,1.0
2f5e33bd-e1f7-43d6-888d-ed6ab8130a2e,ICT Park TTA,inventory,200.0,200.0
2f61bd39-59b2-4060-9a1e-156ca66460a8,MINT Commissioning of Smart Communication Rooms at,inventory,864.0,864.0
2f746800-b1dd-4f7a-b2a6-84ebe5672873,ICT Park TTA,asset,13.0,13.0
2f7f724a-de1d-4bd8-a1ca-a4000b9ae47e,MINT Commissioning of Smart Communication Rooms at,inventory,88.0,88.0
2f88e358-20d9-4b23-a697-681a5e4eada9,EPSS,inventory,80.0,80.0
2f8e3577-be53-4e7f-948e-26f3714ec27a,ICT Park TTA,inventory,3.0,3.0
2fa5d0b2-a3b4-45d2-8a0e-7a0ae1a599fc,MINT Commissioning of Smart Communication Rooms at,inventory,864.0,864.0
2fa94520-e207-49c3-b712-796b4f63c80e,MINT Commissioning of Smart Communication Rooms at,inventory,1000.0,1000.0
2faa1c49-f8c2-4346-9bbb-0bb26de56662,MINT Commissioning of Smart Communication Rooms at,inventory,1.0,1.0
2fb7f083-0dfc-4c5a-9db9-3e4aaa521cc2,MINT Commissioning of Smart Communication Rooms at,inventory,10.0,10.0
2fc891ee-23bf-4adf-978d-34594dd580fb,EPSS,inventory,150.0,150.0
2fcdcf0a-168a-4148-bde3-7e44f4a92b90,ICT Park TTA,inventory,80.0,80.0
2fd51da4-b60d-4cee-9d6b-05c5678cde1d,MINT Commissioning of Smart Communication Rooms at,inventory,1000.0,1000.0
2fd9f9a4-4b0f-4739-a4b8-ebe79b6a7706,ICT Park TTA,inventory,45.0,45.0
2fdd25d8-7d13-4beb-884e-41608aeebab9,HQ Office Facility,inventory,100.0,100.0
2fdfe025-794f-4c10-b5f0-7ac9d588bbd5,Dashen Bank DHCI,inventory,108.0,108.0
2fe019a2-b0b0-4f03-91be-b0e295b8bd56,ICT Park TTA,inventory,40.0,40.0
2fe76405-316b-4efe-bfa2-cec21a1010b9,HQ Office Facility,inventory,60.0,60.0
2ffc55be-9a6d-478a-bd91-3bce8c83ff28,MINT Commissioning of Smart Communication Rooms at,inventory,87.0,87.0
300af780-2100-44a4-90eb-012bc277b2d7,HQ Office Facility,asset,11.0,11.0
300f2089-0507-4628-a805-1fd5e27b3ca2,MINT Commissioning of Smart Communication Rooms at,inventory,87.0,87.0
